artists,popularity
Jor'dan Armstrong,27
BaianaSystem,26
Criolo,24
Sarah Téibo;Sigag Lauren;Paola Carla,26
Timoneki;Silvana Estrada,25
Jorge Drexler,27
Jorge Drexler,27
Becca Folkes;Happi,25
La Misa Negra,25
Jor'dan Armstrong,27
Thiago França,25
Money Chicha,24
Criolo,26
Breakestra,26
Metá Metá,27
Criolo,24
Criolo,25
Africania,26
Samuca e a Selva,24
Jorge Drexler,26
Jorge Drexler,27
Los Amigos Invisibles,28
Juanafé,26
Afrocidade,26
Los Amigos Invisibles;Superthriller,27
Los Amigos Invisibles,29
Abayomy Afrobeat Orquestra,25
Jorge Drexler,27
Calle 13,27
Los Amigos Invisibles,28
Newen Afrobeat,25
The Budos Band,27
BaianaSystem;Bule Bule,26
BaianaSystem;Tonho Matéria,28
BaianaSystem;Claudia Manzo,28
Plastilina Mosh,28
Plastilina Mosh,28
BaianaSystem;Céu,27
Jorge Drexler,25
Jorge Drexler,26
Jackie Mittoo,27
Los Amigos Invisibles,29
Prinx Emmanuel;Grace Lokwa,44
Cymande,48
Menahan Street Band,55
Monophonics;Kelly Finnigan,53
Jorge Drexler,24
Amplexos;Digitaldubs;Leão Etíope do Méier;Lenine,23
Criolo,24
Jor'dan Armstrong,24
Breakestra;Choklate,25
Jor'dan Armstrong,25
Jorge Drexler,25
QUITAPENAS,22
Morbo y Mambo,25
Los Amigos Invisibles,25
Calle 13,25
The Bongo Hop;Dafuniks,24
La Cumbia Chicharra;Emilie Rambaud,23
Fela Kuti,48
Cymande,56
Jor'dan Armstrong,25
Los Amigos Invisibles,26
Calle 13,27
Orgone,25
Jorge Drexler,26
La Misa Negra,23
Afrocidade,25
Samuca e a Selva,24
Grupo Fantasma,24
Jorge Drexler,25
Calle 13,26
Juanafé,25
The Bongo Hop;Maikcel,24
The Budos Band,24
Samuca e a Selva,24
Juanafé;La Flor del Recuerdo,23
William Onyeabor,24
Juanafé;Carmen Lienqueo,24
Los Amigos Invisibles,26
Lack Of Afro;Wax;Herbal T,25
Mandrill,23
Metá Metá,25
Samuca e a Selva;Illy,23
Juanafé,25
The New Mastersounds;Eddie Roberts;Lamar Williams Jr.,26
BaianaSystem;Makavelli;Jay Mitta,26
Orquestra Brasileira de Música Jamaicana,24
Plastilina Mosh,27
Los Amigos Invisibles;Kinky,26
Jorge Drexler,25
Los Amigos Invisibles;Los Auténticos Decadentes,27
BaianaSystem;Tropkillaz,42
Calle 13,71
The Bamboos,12
Kutiman;Doctor Flake,43
William Onyeabor,45
Menahan Street Band;Saundra Williams,55
TJ Cream;Ozoro,23
Manu Dibango,49
Thiago França,23
Sarah Téibo,22
Thiago França,23
Nathanael,23
Voilaaa;Pat Kalla,22
Big Ty;Markis,22
The Poets Of Rhythm,57
Mulatu Astatke,51
Timoneki,23
Sarah Téibo;Fred Hammond,23
Morbo y Mambo;Andres Nusser,22
Voilaaa;Hawa;Fouley Badiaga,21
Los Amigos Invisibles,25
Afrocidade,22
QUITAPENAS,21
Son Palenque;Cerrero;El León Pardo,24
The Bamboos;Washington,23
Ikebe Shakedown,22
Nosa,0
The Mighty Imperials,23
The Poets Of Rhythm,23
Jorge Drexler,23
Metá Metá,23
Criolo,22
The Bongo Hop;Nidia Gongora,22
Criolo,22
Voilaaa;Pat Kalla,22
Mandrill,23
Criolo,22
BaianaSystem,24
Plastilina Mosh,25
Juanafé,23
Jorge Drexler,23
Los Amigos Invisibles,25
Orquestra Brasileira de Música Jamaicana,23
Abayomy Afrobeat Orquestra;Otto,20
Wganda Kenya,23
Samuca e a Selva,22
BaianaSystem;Thiago França,22
BaianaSystem,25
Mandrill,7
Jorge Drexler,23
Limoblaze;Ada Ehi,40
Osibisa,27
Nero X,38
Ikebe Shakedown,51
TJ Cream;Marko,21
Angeloh;S.O,21
Lijadu Sisters,45
Ali Farka Touré;Toumani Diabaté,12
Mulatu Astatke,49
Ali Farka Touré,12
Brownout,22
QUITAPENAS,21
Jorge Drexler,21
Abayomy Afrobeat Orquestra;Orlando Julius,21
Jorge Drexler,22
Speedometer,22
Caê,21
Eddie Neblett,22
Mandrill,22
Voilaaa;Pat Kalla,21
OQuadro;Jorge Du Peixe,21
Menahan Street Band,22
Nomade Orquestra,21
Afrocidade;Luedji Luna,21
São Paulo Ska Jazz;Ken Stewart,22
Jorge Drexler,23
Criolo,20
Jorge Drexler,23
Calle 13,24
Jor'dan Armstrong,22
El Michels Affair,21
Jorge Drexler,22
Plastilina Mosh,21
El Michels Affair,22
The Budos Band,22
Afrocidade,21
Juanafé,22
Plastilina Mosh,25
The Budos Band,22
Lafayette Afro Rock Band,21
Juanafé,21
Criolo,21
Femi Kuti,21
BaianaSystem,24
Samuca e a Selva,21
Metá Metá,22
Mandrill;Michael Masser,21
Los Amigos Invisibles;Oscar D'León,23
Plastilina Mosh,24
BaianaSystem,23
Limoblaze;Marizu,43
ATR;Luedji Luna,21
Orchestra Baobab,10
ST-Saint;Mark Asari;Reblah;678NATH;Raptist & Marko;Leslie Skye;Zelijah & Konola;Gtay;Nizzy Nath;JL Poleon,20
Angeloh,20
A Mose;TBabz,20
Voilaaa;Sir Jean,48
Les Mamans du Congo;RROBIN;João Selva,20
Ocote Soul Sounds,20
Oba Reengy;Yoski,20
Romperayo,20
Calle 13,22
Orquestra Voadora,21
Limoblaze;Ada Betsabe;Principal,20
Morbo y Mambo,20
Sarah Téibo;Tneek,21
Star Feminine Band,21
Rehmahz;Asha Elia,20
Victor Rice,21
The Souljazz Orchestra,20
Ondatrópica,22
Thee Commons,20
The Budos Band,22
BaianaSystem;Tonho Matéria,22
Kiko Dinucci e Bando Afro Macarrônico,20
Jorge Drexler,21
Gyedu-Blay Ambolley,20
The Souljazz Orchestra,20
Samuca e a Selva;Onã,20
The New Mastersounds;Eddie Roberts,23
Breakestra,21
Plastilina Mosh,24
Newen Afrobeat,20
William Onyeabor,20
Criolo,20
The Budos Band,22
Jackie Mittoo,22
Jor'dan Armstrong,21
Lack Of Afro;Roxie Ray,22
The Budos Band,22
Newen Afrobeat,20
Plastilina Mosh,23
Jor'dan Armstrong,21
Plastilina Mosh,23
Jorge Drexler,22
Ebo Taylor,22
Calle 13,23
Jackie Mittoo,22
Juanafé,21
Metá Metá,21
Jorge Drexler,63
El Michels Affair,48
Osibisa,9
Greyboy;Nino Moschella,53
Rex Williams,46
Akalé Wubé;Manu Dibango,49
The Budos Band,40
Ilover,20
Limoblaze;Dj Horphuray,42
Cymande,47
Sarah Téibo;Jason Nicholson-Porter;Tehillah Daniels,20
Morbo y Mambo,20
Caê,20
Ali Farka Touré,11
Sarah Téibo,19
Tony Allen,48
Orquestra Voadora,21
TBabz;Naffymar,20
Nomade Orquestra,19
Jaron Nurse,19
Bantunagojeje,19
BaianaSystem,21
The Sound Stylistics,21
The Soul Snatchers,21
Vaudou Game,20
Kiko Dinucci e Bando Afro Macarrônico,19
Breakestra,21
Criolo,20
Criolo,19
Romperayo,20
Jorge Drexler,21
Star Feminine Band,21
Lack Of Afro,21
Plastilina Mosh,23
Samuca e a Selva,19
The Budos Band,21
BaianaSystem,22
Orchestra Baobab,21
Greatman Takit,20
The New Mastersounds;Eddie Roberts,22
Samuca e a Selva,19
Los Amigos Invisibles,22
Jorge Drexler,21
The Budos Band,21
Euforquestra;Kyle Hollingsworth,19
The New Mastersounds,22
BaianaSystem;BNegão,22
Orquestra Brasileira de Música Jamaicana,21
Jackie Mittoo,20
Los Amigos Invisibles,22
Calle 13,70
Letta Mbulu,51
Eben,41
Ali Farka Touré;Toumani Diabaté,10
The Dynamics,53
Fela Kuti,41
Ikebe Shakedown,50
El Michels Affair;Piya Malik,42
Matata,20
Jungle Fire,19
The Dynamics,19
Buyepongo,19
Voilaaa;Lass,19
BaianaSystem;Bule Bule;Rapadura,21
QUITAPENAS,19
Oba Reengy,19
Plastilina Mosh,22
Lack Of Afro;Wayne Gidden,21
Ikebe Shakedown,19
Ricardo Lemvo,19
Los Amigos Invisibles,22
Lafayette Afro Rock Band,19
The New Mastersounds;Eddie Roberts;Lamar Williams Jr.,21
Kiko Dinucci e Bando Afro Macarrônico,19
Afrocidade,19
Criolo,19
Jorge Drexler,21
Foli Griô Orquestra;DJ Vinimax;Cebolinha do Passinho,19
Ricardo Lemvo;Makina Loca,19
Ondatrópica,21
Lack Of Afro;Wax;Herbal T,21
Plastilina Mosh,23
BaianaSystem,21
Brownout;Brown Sabbath;Aaron Behrens,19
Plastilina Mosh,22
Newen Afrobeat,19
Mulatu Astatke;The Heliocentrics,20
Jor'dan Armstrong;Lowell Pye,20
Los Amigos Invisibles,22
Samuca e a Selva,19
BaianaSystem;Mulú,21
William Onyeabor,20
Plastilina Mosh,20
Plastilina Mosh,23
Pat Kalla;Le Super Mojo;Bosq,19
Orquestra Brasileira de Música Jamaicana,20
Los Amigos Invisibles,22
Calle 13;Rubén Blades;La Chilinga,22
Calle 13;Julian Assange;Tom Morello;Kamilya Jubran,21
Metá Metá,21
Limoblaze;Ada Ehi,0
Eben,41
ST-Saint,18
El Michels Affair;Piya Malik,43
Ali Farka Touré;Toumani Diabaté,10
TJ Cream;Edz,19
Iconili,18
Hektombe,18
Sharyn,18
Qyubi,19
Calle 13;Totó La Momposina;Susana Baca;Maria Rita,64
Eddie Neblett,19
Victor Rice,20
The Dynamics,19
BANTU;Megaloh;Ghanaian Stallion,19
La Cumbia Chicharra,18
Soothsayers,18
Jor'dan Armstrong,19
Voilaaa;Renaud Bilombo,19
Voilaaa;Sir Jean;Patchworks,18
Romperayo,19
OQuadro,19
Calle 13,21
Newen Afrobeat,18
Afrocidade;Nildes Bomfim,19
Gyedu-Blay Ambolley,19
Metá Metá,20
Euforquestra;Alan Evans,18
Money Chicha,19
Ikebe Shakedown,18
Calle 13,21
The Bongo Hop;Maikcel,19
Jackie Mittoo,19
The Budos Band,20
Jor'dan Armstrong,20
Newen Afrobeat,18
Manu Dibango;Cuarteto Patria,19
El Hijo De La Cumbia;La Dame Blanche,19
Samuca e a Selva,19
Jor'dan Armstrong,19
BaianaSystem;Céu,21
Warsaw Afrobeat Orchestra;Bosq,18
Jorge Drexler,20
Ernest Ranglin,19
Samuca e a Selva;Liniker,19
Calle 13,21
Los Amigos Invisibles,21
Plastilina Mosh,19
Plastilina Mosh,21
The New Mastersounds,20
Ali Farka Touré;Toumani Diabaté,10
Höröyá,18
El Michels Affair;Lee Fields;The Shacks,49
Ali Farka Touré;Toumani Diabaté,9
Ali Farka Touré,9
Ali Farka Touré;Toumani Diabaté,9
William Onyeabor;Hot Chip,44
Calle 13,21
Rehmahz;Oba Reengy,18
Sharyn,18
Lefties Soul Connection,20
Marizu,19
Sambabook;Criolo,18
TJ Cream;Marko,19
Calle 13,21
Jorge Drexler,20
J Prince,18
Alogte Oho & His Sounds of Joy,18
Oba Reengy,18
Bacao Rhythm & Steel Band,18
Soothsayers;Village Cuts,18
Romperayo,17
Mandrill,19
Los Pirañas,18
Jungle Fire,17
Letta Mbulu,19
Jungle Fire;Felipe Gordon,18
Morbo y Mambo,18
Voilaaa;Pat Kalla,18
The Bamboos,19
Lack Of Afro,20
Pacific Express;Jonathan Bulter,18
A Mose;Nolly,18
William Onyeabor;The Vaccines;John Hill;Rich Costey,18
The Sorcerers,18
Nomade Orquestra;Edgar,18
Juanafé;La Flor del Recuerdo,19
Manu Dibango;Cuarteto Patria,18
Thee Commons,18
Afrocidade,18
Orgone;Cyril Neville,20
The Souljazz Orchestra,18
Eddie Neblett,18
King Sunny Ade,19
Newen Afrobeat,18
Calle 13,21
Jackie Mittoo,20
Samuca e a Selva,18
Los Amigos Invisibles,21
Los Amigos Invisibles,21
Calle 13;Silvio Rodríguez,68
Los Amigos Invisibles,71
CalledOut Music,42
The Bamboos,50
Angeloh,18
Calle 13,20
La BOA,18
Bacao Rhythm & Steel Band,18
IFÁ;Okwei V. Odili,18
IFÁ;Okwei V. Odili,18
Eddie Neblett,18
Bacao Rhythm & Steel Band,18
Whitefield Brothers,18
Brownout;Brown Sabbath,19
Los Amigos Invisibles,21
Abayomy Afrobeat Orquestra,17
Los Amigos Invisibles,21
Los Amigos Invisibles,20
BaianaSystem;Mateus Aleluia,19
El Michels Affair,18
Voilaaa,18
Orgone,19
Lefties Soul Connection,19
Hugh Masekela;Black Coffee,17
Abayomy Afrobeat Orquestra,17
Cymande,18
The Dynamics,18
Los Amigos Invisibles,20
Jorge Drexler,18
BaianaSystem;Mahal Pita,20
Jor'dan Armstrong;Tim Bowman Jr.,19
Ricardo Lemvo,18
The Bamboos,19
Orgone,19
Femi Kuti,18
BaianaSystem,19
The Shaolin Afronauts,18
Newen Afrobeat,18
Fela Kuti,18
Manoel Cordeiro,18
Orlando Julius;The Heliocentrics,19
The New Mastersounds;Jeff Franca;Lamar Williams Jr.,20
The Poets Of Rhythm,18
Ondatrópica,20
Metá Metá,19
Jorge Drexler,19
Orquestra Brasileira de Música Jamaicana,19
William Onyeabor,18
Plastilina Mosh,21
Jackie Mittoo,19
Kutiman;Dekel,41
Limoblaze;Johnny Drille,38
Manu Dibango,44
La Cumbia Chicharra,17
Limoblaze;Ada Ehi,37
TJ Cream;First Fire;Marko,17
Rehmahz;Limoblaze,18
Elikem Kofi,17
Dos Santos,17
Angeloh,17
Zé Bigode Orquestra,17
Whitefield Brothers,18
Orquestra Voadora,18
Menahan Street Band,51
Limoblaze,17
Foli Griô Orquestra;Carlos Malta;Dofono de Omulu;Ekedi Nicinha,17
Orgone,18
Chief Checker,17
Mandrill,18
Zé Bigode Orquestra,18
Criolo,18
Gyedu-Blay Ambolley,17
Jor'dan Armstrong,18
Lo'Jo;Vincent Ségal;Robert Wyatt,17
Ikebe Shakedown,17
Pat Kalla;Le Super Mojo,17
The Shaolin Afronauts,17
Ikebe Shakedown,17
Jor'dan Armstrong,19
Cymande,18
Samuca e a Selva,17
El Michels Affair,18
BaianaSystem,19
The Mauskovic Dance Band,18
Ernest Ranglin,19
Afrocidade,18
Orchestra Baobab,18
The Bamboos,18
BaianaSystem;Claudia Manzo,20
Newen Afrobeat,18
BaianaSystem;ÀTTØØXXÁ,19
Breakestra,18
Newen Afrobeat,18
The Budos Band,19
William Onyeabor,17
Los Amigos Invisibles,20
Plastilina Mosh,21
Jorge Drexler,18
Jorge Drexler,18
Hugh Masekela,19
Eben;Nathaniel Bassey,40
Bacao Rhythm & Steel Band,49
El Michels Affair;Piya Malik,31
The Poets Of Rhythm,17
Jor'dan Armstrong,18
Ocote Soul Sounds;Chico Mann;Quantic,18
Morbo y Mambo,17
The Sorcerers,17
TJ Cream;Beloved Music,18
Manu Dibango,47
Marizu,17
Nomade Orquestra,17
Ocote Soul Sounds,16
Sharyn;Triple O,17
La Misa Negra,17
Maga Bo;BNegão,18
Calle 13,20
The Poets Of Rhythm,18
Bacao Rhythm & Steel Band,18
Metá Metá,18
Whitefield Brothers,18
Jor'dan Armstrong,18
Ocote Soul Sounds,16
Voilaaa,17
The Sugarman 3,18
The Poets Of Rhythm,17
Voilaaa,17
The Mighty Imperials;Joseph Henry,17
Romperayo,17
El Michels Affair,18
Criolo,16
Jackie Mittoo,19
Jor'dan Armstrong,18
El Hijo De La Cumbia,17
Lack Of Afro;Emma Noble,19
Los Amigos Invisibles,20
Juanafé;La Flor del Recuerdo,18
Los Amigos Invisibles,20
The New Mastersounds,19
BaianaSystem,18
Zé Bigode Orquestra;Guinu,17
BaianaSystem;Thiago França,18
Los Amigos Invisibles,20
Calle 13,19
Newen Afrobeat,17
Ebo Taylor;Uhuru-Yenzu,18
Plastilina Mosh,19
Metá Metá,18
Plastilina Mosh,19
Los Amigos Invisibles,19
Kutiman,36
Akalé Wubé,44
TB1,39
Louis Pascal,34
Jungle Fire,44
Oneness Of Juju,17
Becca Folkes,17
Greyboy,19
Ikebe Shakedown,46
The Shaolin Afronauts,41
TJ Cream;Ozoro,17
Jaron Nurse,17
Maga Bo;Mestre Camaleão,17
Victor Rice,18
Sharyn,17
Jlyricz,16
Speedometer,17
Jungle Fire,16
Monomono,16
Eddie Neblett,17
Tony Allen With Africa 70,17
Hugh Masekela,18
Girma Bèyènè;Akalé Wubé,18
Ikebe Shakedown,16
Jungle Fire,16
Niña Dioz;Shigeto,19
Ikebe Shakedown,16
Tony Allen,17
Geraldo Pino;The Heartbeats,17
BaianaSystem;Bule Bule,18
Tony Allen;Ty,17
Mulatu Astatke,17
Tony Allen,18
El Rego;Kill Emil,17
Tony Allen,17
BaianaSystem;Buguinha Dub;Antonio Carlos & Jocafi;Orquestra Afrosinfônica,18
William Onyeabor,17
The Budos Band,18
Orchestra Baobab,18
Los Amigos Invisibles,20
Bixiga 70,17
Samuca e a Selva,16
Los Amigos Invisibles,19
Jorge Drexler,18
Samuca e a Selva,17
Hugh Masekela,18
Hugh Masekela,17
Mulatu Astatke;The Heliocentrics,17
Antibalas,16
Plastilina Mosh,19
Lara George,39
The Dynamics,48
El Michels Affair,42
Jorge Drexler,56
Nomo,16
The Budos Band,52
A Mose,16
Girma Bèyènè;Akalé Wubé,45
Buyepongo,17
J Prince,17
Calle 13,19
Assagai,17
Bacao Rhythm & Steel Band,17
Morbo y Mambo,17
J Prince,17
Bacao Rhythm & Steel Band,17
Lack Of Afro,49
Voilaaa;Rama Traore,17
Orgone,18
Voilaaa;Lass;JKriv,16
The Funkees,39
Los Pirañas,16
Ebo Taylor;Pat Thomas;Henrik Schwarz,49
Voilaaa;Pat Kalla,16
Buena Onda Reggae Club,16
Timoneki,16
The Daktaris,16
Brownout;Brown Sabbath;Alex Maas,17
Nomade Orquestra;Edgar,16
Eddie Neblett,17
Vaudou Game,17
La Misa Negra,16
Lack Of Afro,17
Plastilina Mosh,17
Lack Of Afro;Camila Recchio;Wax,18
Calle 13,19
Manu Dibango,17
Jor'dan Armstrong;DIXSON,18
Ebo Taylor,18
Lafayette Afro Rock Band,17
The Poets Of Rhythm,17
Jorge Drexler,18
Jor'dan Armstrong,17
Mulatu Astatke,17
Orgone,17
Samuca e a Selva,16
Mulatu Astatke;The Heliocentrics,17
Jorge Drexler,18
Jorge Drexler,17
Los Amigos Invisibles,19
Ali Farka Touré;Toumani Diabaté,8
Bola Johnson,44
Fela Kuti;Afrika 70,36
Azarel;Leor,16
The Bamboos;Washington,47
Edem Evangelist,16
Nkumba System;Mamani Keïta,16
Menahan Street Band,52
Chico Mann;Captain Planet,16
Rehmahz;Oba Reengy,16
Tony Allen;Damon Albarn;Ty,46
Jlyricz,15
Jungle Fire,16
Becca Folkes,16
Timoneki,17
cacique'97,16
Jaron Nurse,16
Vaudou Game,16
Grupo Fantasma,16
Joshua Ali,18
Mandrill,17
Grupo Fantasma,16
São Paulo Ska Jazz;Zem Audu,17
Dele Ojo,16
Brownout;Brown Sabbath,17
Buena Onda Reggae Club,16
The Polyversal Souls;Sir Frank Karikari,16
The Mauskovic Dance Band,17
Höröyá,15
Ikebe Shakedown,16
Africania,16
Orquestra Voadora,17
Tony Allen,17
A Mose;Marizu,17
Criolo,15
Tony Allen;T$unami811,17
Juanafé;Los Celestinos,17
The Bamboos;Kylie Auldist,17
Plastilina Mosh,18
Orchestra Baobab,17
Jorge Drexler,17
Plastilina Mosh,19
Wganda Kenya,17
Jackie Mittoo,18
Ondatrópica,17
Jackie Mittoo,18
Orquestra Brasileira de Música Jamaicana,17
Los Amigos Invisibles,18
Calle 13;Rubén Blades;La Chilinga,18
Wganda Kenya,17
Monophonics;Kelly Finnigan,48
Whitefield Brothers,46
Monophonics,47
Gil Joe,17
Monomono,16
Kutiman;Elif Çağlar,16
Greyboy;Bing Ji Ling,18
Menahan Street Band;Saundra Williams,17
El Michels Affair,16
Jor'dan Armstrong,17
J Prince,16
Marizu,16
El Rego,15
Bacao Rhythm & Steel Band,16
The Daktaris,16
Ikebe Shakedown,16
The Souljazz Orchestra,16
Lafayette Afro Rock Band,16
The Sorcerers,16
Lack Of Afro;Elliott Cole,18
Lack Of Afro;Herbal T,17
Bacao Rhythm & Steel Band,16
Niña Dioz;Ceci Bastida;Lido Pimienta,19
Gilles Peterson's Havana Cultura Band,16
Manu Dibango,16
Vaudou Game,16
Manu Dibango,16
La Misa Negra,16
Vaudou Game,16
Speedometer;Ria Currie,17
Fela Kuti,16
William Onyeabor,16
The Souljazz Orchestra,16
Los Amigos Invisibles,19
The New Mastersounds,50
BaianaSystem;Buguinha Dub;Orquestra Afrosinfônica,17
Meridian Brothers,16
Los Amigos Invisibles,18
Plastilina Mosh,19
Manu Dibango,16
Jor'dan Armstrong,17
Manu Dibango;Cuarteto Patria,16
William Onyeabor,16
Los Amigos Invisibles,19
The New Mastersounds,18
Los Amigos Invisibles,19
Antibalas,16
Meridian Brothers,16
Los Amigos Invisibles,19
Los Amigos Invisibles,19
The Neighbourhood,87
MGMT,83
The Neighbourhood,86
The Neighbourhood,93
The Neighbourhood,83
Sam Tinnesz;Yacht Money,76
Nirvana,76
KALEO,78
The Score,73
Nirvana,83
grandson,75
WALK THE MOON,83
The Score,69
Red Hot Chili Peppers,4
Red Hot Chili Peppers,2
The Killers,2
Red Hot Chili Peppers,2
Red Hot Chili Peppers,0
The Killers;Phoebe Bridgers,0
Red Hot Chili Peppers,1
The Killers,5
Red Hot Chili Peppers,0
The Killers,2
Nickelback,3
Red Hot Chili Peppers,0
Red Hot Chili Peppers,3
The Killers,0
Weezer,0
The Killers;Armin van Buuren;Benno De Goeij,1
The Killers,1
The Killers,0
Red Hot Chili Peppers,1
Deftones,0
Deftones,0
Red Hot Chili Peppers,1
Red Hot Chili Peppers,0
The Killers;Toni Halliday,0
The Killers;Ryan Pardey,0
The Killers;Ryan Pardey,0
The Killers;Ryan Pardey,0
Weezer;AJR,0
The Killers;Toni Halliday,0
Red Hot Chili Peppers,0
The Killers,0
The Killers;Ryan Pardey,0
Julieta Venegas,0
The Killers;Ryan Pardey,0
The Offspring,0
Red Hot Chili Peppers,2
The Killers;Ryan Pardey,0
The Neighbourhood;Syd,75
The Neighbourhood,80
The 1975,73
Radiohead,85
Hoobastank,81
Radiohead,82
The Score,71
The White Stripes,84
Thousand Foot Krutch,72
Dominic Fike;Zendaya,1
R.E.M.,0
Zoé,0
Skillet,4
Weezer,4
Weezer,1
Weezer,2
Weezer,0
Weezer,0
Weezer,0
Weezer,2
Zoé,0
Weezer,1
Weezer,0
Weezer;AJR,0
Skillet,0
Skillet,0
Skillet,0
The Smashing Pumpkins,2
Weezer,0
Weezer,0
Weezer,1
Zoé,0
The Smashing Pumpkins,0
Weezer,0
R.E.M.,0
The Smashing Pumpkins,0
Los Enanitos Verdes,0
R.E.M.,0
Korn,0
Korn,0
Skillet,0
Weezer,0
Weezer,0
Weezer,0
Weezer,0
Los Enanitos Verdes,0
Los Enanitos Verdes,0
Zoé,0
Weezer,0
Los Enanitos Verdes,0
The Neighbourhood,78
The Neighbourhood,76
Fitz and The Tantrums,68
The 1975,71
The 1975,78
Red Hot Chili Peppers,82
The Killers,86
The Score,65
Nirvana,79
Red Hot Chili Peppers,80
Skillet,77
The Score,67
Ashes Remain,69
3 Doors Down,0
X Ambassadors;Jensen McRae,0
Counting Crows,0
Counting Crows,0
Andrés Calamaro;Alejandro Sanz,0
3 Doors Down,0
Andrés Calamaro;Sebastian Yatra;Leiva;Ivan Ferreiro,2
3 Doors Down,0
3 Doors Down,1
Counting Crows,0
Counting Crows,0
Counting Crows,0
Counting Crows;Vanessa Carlton,1
Counting Crows;Vanessa Carlton,0
Megadeth,2
Megadeth,0
Volbeat,0
Volbeat,0
Volbeat,0
Andrés Calamaro;Julio Iglesias,0
Andrés Calamaro;Vicentico,1
Megadeth,2
The Black Keys,0
Megadeth,0
Volbeat,0
The Black Keys,0
Andrés Calamaro,0
Megadeth,0
Queens of the Stone Age,0
Volbeat,1
Andrés Calamaro,0
Volbeat,0
Andrés Calamaro;Juanes;Niño Josele,0
Andrés Calamaro;Carlos Vives,0
Andrés Calamaro,0
Andrés Calamaro,0
Andrés Calamaro,0
The Neighbourhood,77
Bea Miller,71
Hillsong UNITED;TAYA,71
The 1975,76
3 Doors Down,76
Red Hot Chili Peppers,80
X Ambassadors,76
Skillet,72
Yeah Yeah Yeahs;A-Trak,0
Duman,0
Duman,0
KALEO,2
KALEO,1
Counting Crows,0
Yeah Yeah Yeahs;A-Trak,0
Marilyn Manson,0
Yeah Yeah Yeahs;A-Trak,0
Yeah Yeah Yeahs;A-Trak,0
Counting Crows,0
KALEO,1
Marilyn Manson,0
Marilyn Manson,1
Blur,0
grandson,0
grandson,0
grandson,0
Counting Crows,1
Yeah Yeah Yeahs,0
Marilyn Manson,1
Marilyn Manson,0
Marilyn Manson,0
Counting Crows,0
Marilyn Manson,0
Counting Crows,1
Marilyn Manson,0
Marilyn Manson,0
Marilyn Manson,0
Marilyn Manson,1
Marilyn Manson,0
Marilyn Manson,2
Marilyn Manson,0
Marilyn Manson,0
Marilyn Manson,0
Marilyn Manson,2
Counting Crows,0
Marilyn Manson,1
Blur,1
Babasónicos,0
Blur,0
Babasónicos,0
Grouplove,79
Bea Miller,70
Shinsei Kamattechan,66
R.E.M.,84
Neon Trees,80
The Seige,55
The Strokes,79
Creed,72
Matt Redman,66
The EverLove,65
The Score,66
Charlie Brown Jr.,55
Fitz and The Tantrums,0
KALEO,0
KALEO,0
KALEO,0
Fitz and The Tantrums,0
Fitz and The Tantrums,0
KALEO,1
Young the Giant,0
No Doubt,1
Fitz and The Tantrums,0
Jimmy Eat World,0
Creed,1
Pantera,0
Fitz and The Tantrums,0
Jimmy Eat World,0
Jimmy Eat World,0
Pantera,1
Fitz and The Tantrums;Dave Audé,0
Jimmy Eat World,0
Jimmy Eat World,0
Fitz and The Tantrums,0
No Doubt,0
Jimmy Eat World,0
No Doubt,0
No Doubt,1
No Doubt;Bounty Killer,0
Soundgarden,0
No Doubt,0
No Doubt,0
No Doubt,1
Soundgarden,0
No Doubt,0
Jimmy Eat World,0
No Doubt,0
No Doubt,1
Jimmy Eat World,0
Stone Temple Pilots,1
Soundgarden,1
Young the Giant,75
Dominic Fike;Zendaya,70
Sam Tinnesz,51
Poets of the Fall,56
Welshly Arms,66
Willyecho,52
Nirvana,76
Skillet,72
grandson;King Kavalier,64
Nirvana,79
Red Hot Chili Peppers,82
The Afters,56
Neon Trees,1
Neon Trees,0
Neon Trees,0
Neon Trees,0
Neon Trees,0
Smash Mouth,0
Neon Trees,0
Godsmack,0
Smash Mouth,3
Smash Mouth,1
Smash Mouth,0
Smash Mouth,0
Smash Mouth,0
Smash Mouth,0
Detonautas Roque Clube,54
Smash Mouth,0
Smash Mouth,1
Godsmack,1
Rob Zombie;Ozzy Osbourne,0
Rob Zombie,2
The Verve,0
Rob Zombie,0
Rob Zombie,0
Rob Zombie,2
Rob Zombie,0
Rob Zombie,1
Rob Zombie,0
Rob Zombie,0
Rob Zombie,0
Rob Zombie,0
Rob Zombie,0
Rob Zombie,0
Rob Zombie,0
Rob Zombie,0
Rob Zombie,0
Rob Zombie,0
The Verve,1
The Verve,0
The Neighbourhood,74
The 1975,73
Sam Tinnesz,68
The Neighbourhood,75
Pixies,77
Mazzy Star,79
Franz Ferdinand,76
The 1975,73
The 1975,71
Red Hot Chili Peppers,82
Adam Jensen,68
Pixies,79
The Verve,80
Smash Mouth,79
Charlie Brown Jr.,53
Mazzy Star,3
Mazzy Star,0
Bullet For My Valentine,5
Hoobastank,1
Royal Blood,3
Bullet For My Valentine,0
Kinky,54
Chris Tomlin,1
Royal Blood,1
Chris Tomlin;Lauren Daigle,0
Royal Blood,0
Chris Tomlin;Audrey Assad,0
Hoobastank,0
Los Prisioneros,0
Chris Tomlin,0
Mazzy Star,0
Royal Blood,0
Royal Blood,0
Royal Blood,0
Royal Blood,0
Royal Blood,0
Aleks Syntek,0
The Verve,1
